0,5,-0.2,0,-170,10,40,-0.43691,-0.21393
0.050177,5.0794,-0.25026,-0.021087,-169.9,10.298,39.943,-0.42157,-0.21601
0.16607,5.3407,-0.34997,-0.070622,-169.68,10.967,39.764,-0.39912,-0.20317
0.34222,5.8783,-0.45053,-0.15149,-169.31,11.924,39.374,-0.37107,-0.18719
0.57093,6.6649,-0.49296,-0.26412,-168.75,13.033,38.712,-0.32304,-0.1696
0.84219,7.4918,-0.44442,-0.39083,-167.94,14.106,37.832,-0.25024,-0.16581
1.1442,8.0829,-0.31918,-0.50087,-166.88,14.966,36.945,-0.17439,-0.17608
1.4636,8.2847,-0.17075,-0.57732,-165.66,15.569,36.315,-0.1113,-0.23417
1.7866,8.277,-0.075069,-0.6188,-164.44,16.006,36.003,-0.063836,-0.34883
2.099,8.2606,-0.038548,-0.63979,-163.29,16.36,35.864,-0.042573,-0.4
2.3872,8.2062,-0.017797,-0.65343,-162.26,16.659,35.797,-0.032661,-0.4
2.6386,8.1183,-0.0050657,-0.66261,-161.39,16.912,35.775,-0.025915,-0.4
2.8422,8.031,0,-0.66835,-160.71,17.118,35.772,-0.018965,-0.4
2.989,7.9666,0,-0.67129,-160.23,17.27,35.772,-0.014267,-0.4
3.0728,7.9304,-0.0011121,-0.67268,-159.96,17.358,35.772,-0.012854,-0.4
3.0926,7.9222,-0.0015765,-0.67298,-159.9,17.379,35.771,-0.012602,-0.4
3.2048,7.8776,-0.0048952,-0.67461,-159.54,17.499,35.769,-0.011324,-0.4
3.4578,7.7975,-0.017474,-0.6777,-158.75,17.777,35.748,-0.0091721,-0.4
3.8261,7.7536,-0.043376,-0.68128,-157.64,18.189,35.662,-0.0073248,-0.4
4.2736,7.826,-0.072446,-0.68488,-156.28,18.681,35.457,-0.0062664,-0.4
4.7565,7.9982,-0.083471,-0.68843,-154.79,19.165,35.151,-0.0059164,-0.4
5.2276,8.1487,-0.069605,-0.69192,-153.27,19.576,34.853,-0.0060632,-0.4
5.6406,8.1941,-0.045637,-0.69516,-151.92,19.898,34.657,-0.0064425,-0.4
5.9552,8.1616,-0.027511,-0.69777,-150.89,20.135,34.564,-0.0067491,-0.4
6.1407,8.1194,-0.01919,-0.69935,-150.29,20.277,34.529,-0.0068689,-0.4
6.1852,8.1073,-0.017575,-0.69973,-150.15,20.312,34.522,-0.0068863,-0.4
6.2974,8.0743,-0.014279,-0.70069,-149.79,20.4,34.508,-0.0069081,-0.4
6.5504,7.9927,-0.011259,-0.70284,-149,20.606,34.483,-0.0068347,-0.4
6.9187,7.8827,-0.018026,-0.70584,-147.88,20.923,34.443,-0.0064963,-0.4
7.3663,7.8161,-0.039148,-0.7092,-146.55,21.329,34.346,-0.0060011,-0.4
7.8492,7.8587,-0.063377,-0.71257,-145.14,21.763,34.15,-0.0056542,-0.4
8.3202,7.9793,-0.073523,-0.71578,-143.74,22.153,33.889,-0.0055879,-0.4
8.7332,8.0857,-0.067201,-0.71867,-142.49,22.455,33.652,-0.0057372,-0.4
9.0478,8.1335,-0.055202,-0.72096,-141.52,22.663,33.495,-0.0059491,-0.4
9.2333,8.142,-0.046793,-0.72236,-140.94,22.78,33.418,-0.0060929,-0.4
9.2779,8.1418,-0.044747,-0.7227,-140.8,22.808,33.402,-0.0061269,-0.4
9.3952,8.1369,-0.03946,-0.7236,-140.44,22.881,33.361,-0.0062152,-0.4
9.6673,8.104,-0.028698,-0.72574,-139.6,23.049,33.287,-0.0063765,-0.4
10.084,8.014,-0.020108,-0.72905,-138.34,23.316,33.208,-0.0064209,-0.4
10.631,7.8953,-0.027437,-0.73325,-136.75,23.695,33.112,-0.0061047,-0.4
11.29,7.8713,-0.052433,-0.73792,-134.88,24.172,32.907,-0.0056496,-0.4
12.038,8.002,-0.065906,-0.74298,-132.76,24.666,32.54,-0.00553,-0.4
12.85,8.1032,-0.046463,-0.74869,-130.39,25.101,32.159,-0.0058575,-0.4
13.698,8.0096,-0.026475,-0.755,-127.94,25.518,31.924,-0.0060541,-0.4
14.554,7.8966,-0.039875,-0.76115,-125.57,25.982,31.716,-0.0056657,-0.4
15.388,7.9568,-0.059619,-0.76672,-123.31,26.426,31.378,-0.005396,-0.4
16.171,8.062,-0.053346,-0.77196,-121.16,26.766,31.01,-0.0055147,-0.4
16.878,8.0566,-0.036546,-0.77688,-119.21,27.023,30.755,-0.0057174,-0.4
17.483,7.9833,-0.031097,-0.78116,-117.57,27.245,30.597,-0.0056895,-0.4
17.967,7.9313,-0.036822,-0.78447,-116.3,27.435,30.468,-0.0055234,-0.4
18.313,7.9194,-0.044127,-0.78677,-115.4,27.574,30.358,-0.0053882,-0.4
18.509,7.9239,-0.048377,-0.78805,-114.89,27.651,30.286,-0.0053244,-0.4
18.556,7.9261,-0.049305,-0.78835,-114.77,27.669,30.268,-0.0053112,-0.4
18.706,7.9361,-0.052053,-0.78932,-114.38,27.726,30.207,-0.0052743,-0.4
19.054,7.9705,-0.056015,-0.79155,-113.48,27.85,30.057,-0.0052295,-0.4
19.582,8.028,-0.054167,-0.79495,-112.11,28.013,29.821,-0.0052623,-0.4
20.269,8.0508,-0.04246,-0.79947,-110.31,28.185,29.552,-0.0053913,-0.4
21.082,7.9876,-0.034562,-0.8049,-108.22,28.377,29.31,-0.0053893,-0.4
21.988,7.9382,-0.045118,-0.81074,-105.96,28.608,29.031,-0.0051462,-0.4
22.947,7.9988,-0.053279,-0.81667,-103.6,28.818,28.644,-0.0050296,-0.4
